text,sentiment
Wow ديه حلوة اوي,positive
"الموضوع و الكلام تحفه جداااا بجد انت ازاى كده 💙🌸
الله بجد الله ❤❤😍
الاغانى اللى ليها معنى و هدف مش بتدوش وخلاص 
you are the best 💙💙💙🌍",positive
تقليد رديء لاغيته مايكل جاكسون You rock my world & Smoth criminal. نفس الفكره و الأزياء.,negative
نعم رائع hamada helal,positive
"السقا واخد في نفسه قلم كبير و فاكر نفسة Jason statham.
هو حتا اللياقة البدنية معندوش...",negative
20 ألف عرص عاملين dislike,negative
هضبة لازم يبقا لنا discount آه م احنا جمهور الهضبة و مش اي أحد...,positive
I don't understand anything but ماشاءاللہ,positive
"القصر المهجور ( اسرار قصر السكاكيني )... Abandoned Palace (Secrets of Sakakini Palace).

https://youtu.be/Cx-vbMFeY8M",neutral
"نفسي يكون ال villain كريم عبد العزيز
ينفع خالد الصاوي برصو و كدا 
بس في نوع الافلام دي بتتطلب حركة و الكلام دا فصعب خالد الصاوي و محمد ممدوح رغم اجادتهم الكبيرة طبعا",positive
رابطة الناس اللي كُل يوم تخُش تشوف الكليب وصل لكام View !,neutral
Lyrics ب ٢جنيه,negative
هيتعرض النهارده على التلفزيون الساعه 10 على قناة ON E,neutral
460  واحد عاملين dislike !!!! اموت واسال حد منهم ..ليه dislike!!!,neutral
عاش يا مهدي Loki بقا,positive
اجمل شيء لما تكون ع البحر وتسمع اغنية ٣ دقات منتظرين الصيف واتوقع ان ٣ دقات تسيطر علي شواطيء مصر صيف ٢٠١٨ شغل ال DG يلاااا ٣ دقات وبس,positive
فيلم الدادة دودى يستاهل التعب يا ياسمين فيلم رائع اكتر فيلم بحبه و لاكن طبعان انا بحب كل افلام و كل شغل ياسمين عبد العزيز ❤ i love you,positive
Snl جميل الي معاية يعمل ﻻيك,positive
كل الدعم جايين من اكونت @mhammad ahmad للابراج,neutral
Reaction for eternals trailer يا كاموليا,neutral
الله عليك يابنى من عبده السيد وsomaa nsr,positive
هو ده انا ولا رقصة idol كانت هنا ؟؟..,neutral
"Queen of pop and rap 😍😍😍😍😍😍😍😍😍😍😍😍 love it.the song is btfl 
الناس تاني يوم: أنا ليه بتفرج عالأغنية يوميا😭 😍😍😍😍
الديفا هيفاء وهبي : 😎😎😎😎😎",positive
"No one :
واحد ماشى فى الشارع : 1:48",neutral
Top ليلى من المغرب تقريبا يوميا بسمعها,positive
"no one 
مايان: انا اسفه",neutral
Free fire مش حلو 😂😂,negative
"اموت بمصر والمصريين واتمنى ازورها 😍😍😍 حبيتها من صديقتي المصرية 
From syria ❤",positive
من احله الحلقات بجدد   ♥️🍃 Shimo  and Hassan i love you all,positive
شكرا لتامر حسني عشان عمل متابعة علي محل  store  z   انا جني ايهاب  بنت صاحب محل store z    عندي  (٨)سنين,positive
بشيماء is the best,positive
معلش انا اسمي mohamedwagdy,neutral
منى انتي fake وانتي عارفة انك fake,negative
ياخي كل مااسمعهه اذكر big 😍😍😍😍😍,positive
يمكنك ارسال كلمة حلم او dream في فديو خاص بقناتي وسيتم الرد مباشرة,neutral
كل الكومنتس بتشتم ع بنت روجينا مع اني شيفاها كيوت و حلوه يعني و شايفه انهم اصحاب و هزار و بتاع و دي حاجه حلوه يعني😂❤️ I love it 💕💁🏻‍♀️,positive
ع قناتي هتلاقو حسابات شاهد vip عشان تشوفو لما ينزل❤,neutral
بس محدش يعمل كليبات تانى بعد تامر l love you so much 💕💕,positive
ممكن اشتراك في قناتي وهردها اسمها hamo khalid,neutral
الناس الي بتعمل dis like دي مريضه 😃,negative
هو ازاي في ناس عمله dislike اكيد قطعيين ودنهم 😂,negative
اهداء مني إلى ميشو حبيبتي الغاليا   mesooo ⚘⚘⚘🌹🌼🌺🌼🌼🌻😍😍😍😚😙,positive
مش عارفه اللي عامل dislike عامله ليه اصلا,neutral
"A big and passionate greeting to this artist تحياتي لشعب مصر النقي و الطيب من #تونس الخضراء .. 
هل من ترحيب .. ؟!",positive
1:50مين شاف شعار BTS علي تيشرت أمين هنا 😭💜💜💜,positive
"انا دخلت الفيلم فى سيتى ستارز انا واولادى     انت فنااااان يا عمرو  ليه بقا؟ 
الفيلم له معنى   احداثه سريعه    وغير متوقعه    انا عملت حااجه مختلفه قوى   بس عند اللى يعيش الفيلم    شكرآ يا عمرو ✋وطبعا المخرخ خالد يوسف ومن نجاح لنجاح ✌
كلام من القلب 💔
Mostafa shaaban",positive
تريلر ريأكشن The Mule يا ريس,neutral
حلقه جمييييله 😂😂😂م كنت اعرف ان عندك برنامج ي شيمو الا من et بالعربي ..وحشتينا انتي وضحكتك😂😂😍😘😘,positive
"يلي عامل dislike قلبو حجر
",negative
أنا بحس إنك بتنااقد اي حااجه بتقولهاا صفحة Screen Mix على الفيس بوك ..,neutral
ماشاء الله إيمي ودنيا cute cute cute ربنا يحفظهم,positive
"هوا فى الحقيقة أنا بحبك و بحب كل حاجه ليك بس انا الفطره دى بقيت بحب الاغانى الحماسيه زى فرقه black pink الاغانى بتعت حلوه بس انا بقول لو عملت اغانى حماسيه بى موسيقه حماسيه هتبقا اجمل 
I love you so much ❤️",positive
عودة العالمي Netflix لازم يكون مترجم THE END,positive
مين لي جاي من فرقة b.i g يبان الفرقة سرقت قلوبنا,positive
"https://youtu.be/K0baA56U
علم طفلك أغنية الحواس الخمس بالانجليزية
Five senses in English for kids",neutral
"الاغنية مسروقة من فيلم هندي اسمه KGF و تتر النهاية كذلك
لينك الاغنية الأصلية https://youtu.be/vLD0ltGhvrY",negative
الشوية العرر إللي عاملين dislike بيفهموا موسيقي,negative
اللي لسه بيسمعها لحد دلوقتي يعمل like,neutral
"الله الله علي مصر🇾🇪 الله 
الله الله ده جمال😍 لله في لله 
الله الله علي المصريين👨‍👩‍👧‍👦 الله 
( بجد احلي 😍اعلان 🖥في رمضان2️⃣0️⃣2️⃣0️⃣ ...انا بتمني🤲 التوفيق لتامر حسني👨‍💼 و التوفيق🤲 لشركة we 😍)  ( اتمني🙏 توصل الرسالة ✉دي📩 لشركة we 😍😍)",positive
"مليش خلق ع الاعلانات بالعادة
بس ياخي جد هالاعلان حلو
خصوصي انو بصوت تامر حسني ونانسي عجرم 💗 
والكلمات كتير حلوة والموسيقى بدخلك المود
Good job orange",positive
اشتركو في قناتي على اليوتيوب الاسم. wseim gems,neutral
عمرو فنان كبير وجميل انه اختار ايقاع club house لانه احسن حاجة في موسيقي الهاوس والتراكات عموما . Best House club music شابوه عمرو دياب,positive
تابعوها على viu كامله,neutral
"Too many Pakistanis and foreigners are asking for the series to be translated into English.
عدد رهيب من الباكستانيين والأجانب بيطالبو بترجمة المسلسل للإنجليزية المفروض يتم الاستجابة هتفرق كتير مع ترويج العمل علي مستوي عالمي",positive
"سوال بكل صراحة PLEASE 
هل صليت على سيدنا محمد  (( صلى الله عليه وسلم))❤❤❤❤ 
❤ ❤ ❤ ❤ ❤ ❤ ❤",positive
انا بموت بي استز حمدي الميرغني  😍   LOVE,positive
"محمد رمضان البرنس والأسطورة والسلطان والديزل والألماني وحبيشة وقلب الأسد ونسر الصعيد وزلزال كابوس الأنذال ,تختلف الألقاب ويبقى محمد رمضان namber one ☝️ أحب من أحب وكره من كره 🇲🇦🇲🇦🇲🇦",positive
لكول واحد من الناس البتسمع اغني ليه مبتسماعوش قران لو انت بتسمع قران اشترك في القناه ودوس like,neutral
يخرب بيت كده ايه كل الجمال ده و الاحساس ده مش معقول تامر عاشور allll looooove ❤,positive
مراجعة ل فيلم نيكولاس كيج الجديد pig,neutral
"حسن شاكوش: مش هعمل ظيطة وسيط 
After 5 minutes later
1:50",neutral
حاجه مستخبيه : wtf,negative
"لي سمعها اكتر من  عشر مرات يضع like  
اجمل أغنية في العالم👌👌",positive
مسلسل البرنس number one✨💖💞,positive
15 days to Ramadan 2019😍❤️❤️🌸 رمضان كريم من فلسطين,positive
"ثقة في الله نجاح يا number one ☝ ☝ ☝  ان شاء الله هيكسر الدنيا 
بالتوفيق يا حبيبي",positive
ذكريات عمري كلها معاك يا عمرو انا بحبك من كل قلبي وليا الشرف اني مصريه عشان انت مصري❤ proud of you❤❤❤,positive
في 281 Dislike ليه يعني ايه الغلط في الاغنيه دي..؟!,neutral
كانت اخلاقي قافله وسمعتها علي fm وانا أسوِّق السياره وفكت معي 😂✌🏻 ودورته علي اليوتيوب اسمعها 😎🌹 حلوه جدا,positive
فيه شبه من قصة sword art online,neutral
مين اللى عملين dislike دول -_- ؟؟,negative
